t_id,author_uid,favourited_by_uid,interaction_type
947298827970650112,172652106,631163382,5
947299633398652929,172652106,631163382,5
947300330538115073,157140968,396981910,5
947300330538115073,157140968,867220484080910337,5
947300473501114368,1317132950,2219869782,5
947301141263482880,18644734,915783024,5
947301290262089728,26882404,22657534,5
947301326668656646,87940762,39024756,5
947301442712252417,103181326,841429280655527938,5
947301541857312768,172652106,631163382,5
947301753833136128,2163300708,813327952272183296,5
947302112748175360,908304915839074306,944519143,5
947302205320654850,228535666,224776638,5
947302205320654850,228535666,2826253237,5
947302691566387200,4655875946,915783024,5
947303053488685056,18327000,736418291950833664,5
947303472927408128,867284346,158910160,5
947303609531817984,574671338,396981910,5
947303971311325184,91558359,631163382,5
947304051200352257,3304903728,297407536,5
947304312698482688,234169908,716573580629180416,5
947304531381051394,794528718823690240,30176213,5
947305004674592768,1876660194,2595865716,5
947305061662593024,206037540,2917717861,5
947305728708042752,1229653806,729307612735361024,5
947306776550150146,350014219,563623339,5
947306847760822272,794528718823690240,30176213,5
947306916069359616,789025232,2595865716,5
947307156008615936,501545676,31285227,5
947307529725284352,833238560694079488,771301994,5
947307831400603648,16264006,614016613,5
947308021964619776,573576829,295603112,5
947308142056169473,822536227689734145,3246614169,5
947308400253083648,798397604610641922,804986222070284288,5
947308641463316480,29412034,2595865716,5
947308670517252096,1084902853,886354406,5
947308849425408000,221647151,3213121774,5
947308851736514562,19633066,729307612735361024,5
947308863153418246,106878278,2338798188,5
947308926449606656,21748597,224776638,5
947308926449606656,21748597,2826253237,5
947309748382322688,3385222577,2872114958,5
947309832163303424,160841003,31285227,5
947310109847379968,24780550,2872114958,5
