v,u,t_id_v,t_id_u,interaction_type,t_time_v,t_time_u
23,946,927608891889868800,927538317993938945,6,1509994168623,7/11/2017 01:09:02
927,479,927609095414304768,927608680731746304,6,1509994217147,7/11/2017 05:48:38
925,479,927610334701150210,927608680731746304,6,1509994512616,7/11/2017 05:48:38
920,927,927610382855868416,927609095414304768,6,1509994524097,7/11/2017 05:50:17
927,920,927610774301888512,927610382855868416,6,1509994617425,7/11/2017 05:55:24
1,2,927611112174047233,927607212486418432,6,1509994697980,7/11/2017 05:42:48
19,1,927611153529925633,927611112174047233,6,1509994707840,7/11/2017 05:58:17
2,1,927611195716198401,927611112174047233,6,1509994717898,7/11/2017 05:58:17
202,921,927611547496611840,927610461033508865,6,1509994801769,7/11/2017 05:55:42
85,974,927611550210260992,927602560856395776,6,1509994802416,7/11/2017 05:24:19
889,846,927611557835501569,927607264231415809,6,1509994804234,7/11/2017 05:43:00
973,68,927611766254731265,927594916682895360,6,1509994853925,7/11/2017 04:53:56
37,889,927611868344213509,927611557835501569,6,1509994878265,7/11/2017 06:00:04
381,166,927612153829322752,927604807786946560,6,1509994946330,7/11/2017 05:33:14
192,37,927612352958291968,927611868344213509,6,1509994993806,7/11/2017 06:01:18
85,974,927612531526352896,927602560856395776,6,1509995036380,7/11/2017 05:24:19
126,2,927613213813891072,927611195716198401,6,1509995199050,7/11/2017 05:58:37
75,26,927613384622854145,927612989846339584,6,1509995239774,7/11/2017 06:05:45
76,75,927613385444872193,927613384622854145,6,1509995239970,7/11/2017 06:07:19
91,76,927613386967453696,927613385444872193,6,1509995240333,7/11/2017 06:07:19
985,329,927613418273759232,927613334031134720,6,1509995247797,7/11/2017 06:07:07
69,479,927613597093523456,927608680731746304,6,1509995290431,7/11/2017 05:48:38
987,69,927613665380937728,927613597093523456,6,1509995306712,7/11/2017 06:08:10
84,987,927613877025566721,927613665380937728,6,1509995357172,7/11/2017 06:08:26
989,982,927613947095609345,927611116477222912,6,1509995373878,7/11/2017 05:58:19
75,84,927614077056307200,927613877025566721,6,1509995404863,7/11/2017 06:09:17
76,75,927614078675189761,927614077056307200,6,1509995405249,7/11/2017 06:10:04
77,91,927614078914387968,927613386967453696,6,1509995405306,7/11/2017 06:07:20
84,987,927614204571348993,927613665380937728,6,1509995435265,7/11/2017 06:08:26
777,85,927614246510247936,927612531526352896,6,1509995445264,7/11/2017 06:03:56
231,988,927614400713781248,927613734452805632,6,1509995482029,7/11/2017 06:08:43
654,84,927614504547971076,927614204571348993,6,1509995506785,7/11/2017 06:10:35
777,85,927614641097687040,927612531526352896,6,1509995539341,7/11/2017 06:03:56
69,654,927614789043417094,927614504547971076,6,1509995574614,7/11/2017 06:11:46
965,973,927615102324314112,927611766254731265,6,1509995649306,7/11/2017 06:00:53
1,2,927615135946076160,927611195716198401,6,1509995657322,7/11/2017 05:58:37
646,77,927615150470914057,927614078914387968,6,1509995660785,7/11/2017 06:10:05
166,965,927615174621589504,927615102324314112,6,1509995666543,7/11/2017 06:14:09
19,26,927615177989742592,927615160822329344,6,1509995667346,7/11/2017 06:14:23
2,26,927615219836313604,927615160822329344,6,1509995677323,7/11/2017 06:14:23
85,231,927615490725310465,927614400713781248,6,1509995741908,7/11/2017 06:11:22
447,166,927615703393370113,927615174621589504,6,1509995792612,7/11/2017 06:14:26
92,987,927616175105753088,927615798830444544,6,1509995905077,7/11/2017 06:16:55
98,92,927616347504177154,927616175105753088,6,1509995946180,7/11/2017 06:18:25
985,990,927616514089541632,927616049234759682,6,1509995985897,7/11/2017 06:17:55
84,92,927616552622419968,927616175105753088,6,1509995995084,7/11/2017 06:18:25
27,889,927616616556388358,927611557835501569,6,1509996010327,7/11/2017 06:00:04
75,84,927617043033133057,927616552622419968,6,1509996112007,7/11/2017 06:19:55
76,75,927617045151272962,927617043033133057,6,1509996112512,7/11/2017 06:21:52
91,76,927617049630773248,927617045151272962,6,1509996113580,7/11/2017 06:21:52
922,236,927617104248893440,927613746591100928,6,1509996126602,7/11/2017 06:08:46
927,922,927617184058179585,927617104248893440,6,1509996145630,7/11/2017 06:22:06
927,58,927618188501831680,927618120969154561,6,1509996385108,7/11/2017 06:26:09
684,54,927618307787821056,927582758821437441,6,1509996413548,7/11/2017 04:05:38
166,187,927618571823300608,927617273606504448,6,1509996476499,7/11/2017 06:22:46
388,166,927618625023832064,927618571823300608,6,1509996489183,7/11/2017 06:27:56
69,166,927618633680875521,927618571823300608,6,1509996491247,7/11/2017 06:27:56
732,484,927618671140204544,927581134346522624,6,1509996500178,7/11/2017 03:59:10
734,732,927618671144398849,927618671140204544,6,1509996500179,7/11/2017 06:28:20
992,927,927618697723875329,927618188501831680,6,1509996506516,7/11/2017 06:26:25
84,92,927618955581128704,927616175105753088,6,1509996567994,7/11/2017 06:18:25
901,992,927619075475476482,927618697723875329,6,1509996596579,7/11/2017 06:28:26
889,901,927619101115154432,927619075475476482,6,1509996602692,7/11/2017 06:29:56
1,2,927619121205915648,927615219836313604,6,1509996607482,7/11/2017 06:14:37
19,1,927619163564232704,927619121205915648,6,1509996617581,7/11/2017 06:30:07
973,734,927619178495954945,927618671144398849,6,1509996621141,7/11/2017 06:28:20
69,166,927619194962636800,927618571823300608,6,1509996625067,7/11/2017 06:27:56
2,1,927619204790005760,927619121205915648,6,1509996627410,7/11/2017 06:30:07
994,68,927619256967032834,927594916682895360,6,1509996639850,7/11/2017 04:53:56
995,813,927619569858039810,927619209718312960,6,1509996714449,7/11/2017 06:30:28
985,813,927619610870013952,927619209718312960,6,1509996724227,7/11/2017 06:30:28
160,2,927619656138989568,927619204790005760,6,1509996735020,7/11/2017 06:30:27
236,922,927619689261318144,927617104248893440,6,1509996742917,7/11/2017 06:22:06
838,889,927619907834933248,927619101115154432,6,1509996795029,7/11/2017 06:30:02
74,995,927620099040669697,927619569858039810,6,1509996840616,7/11/2017 06:31:54
75,74,927620554240208896,927620099040669697,6,1509996949144,7/11/2017 06:34:00
76,75,927620554701639681,927620554240208896,6,1509996949254,7/11/2017 06:35:49
77,19,927620555251044352,927619163564232704,6,1509996949385,7/11/2017 06:30:17
209,160,927620561043255296,927619656138989568,6,1509996950766,7/11/2017 06:32:15
188,187,927620916602744832,927617273606504448,6,1509997035538,7/11/2017 06:22:46
484,732,927621152012300289,927618671140204544,6,1509997091664,7/11/2017 06:28:20
835,188,927621358283923456,927620916602744832,6,1509997140843,7/11/2017 06:37:15
75,163,927621578317320192,927621296103542785,6,1509997193303,7/11/2017 06:38:46
76,75,927621579114209282,927621578317320192,6,1509997193493,7/11/2017 06:39:53
77,19,927621579684634624,927619163564232704,6,1509997193629,7/11/2017 06:30:17
901,74,927621584826851329,927620099040669697,6,1509997194855,7/11/2017 06:34:00
792,921,927621648165036032,927621614216384519,6,1509997209956,7/11/2017 06:40:01
490,188,927621665693097984,927620916602744832,6,1509997214135,7/11/2017 06:37:15
166,866,927621791962427392,927621252495245312,6,1509997244240,7/11/2017 06:38:35
588,76,927622062193045505,927621579114209282,6,1509997308668,7/11/2017 06:39:53
588,76,927622063489138688,927621579114209282,6,1509997308977,7/11/2017 06:39:53
588,76,927622128467243009,927621579114209282,6,1509997324469,7/11/2017 06:39:53
588,76,927622172180283392,927621579114209282,6,1509997334891,7/11/2017 06:39:53
995,588,927622274903134208,927622172180283392,6,1509997359382,7/11/2017 06:42:14
471,236,927622315981991939,927619689261318144,6,1509997369176,7/11/2017 06:32:22
995,147,927622397594882048,927622339583447041,6,1509997388634,7/11/2017 06:42:54
188,187,927622521469333504,927617273606504448,6,1509997418168,7/11/2017 06:22:46
3,188,927622648338640896,927622521469333504,6,1509997448416,7/11/2017 06:43:38
995,147,927622740122701826,927622339583447041,6,1509997470299,7/11/2017 06:42:54
548,794,927622765917634561,927622617049133057,6,1509997476449,7/11/2017 06:44:00
1,2,927622941189267457,927619204790005760,6,1509997518237,7/11/2017 06:30:27
19,1,927622983178362880,927622941189267457,6,1509997528248,7/11/2017 06:45:18
2,927,927623025280933894,927622990795366400,6,1509997538286,7/11/2017 06:45:30
995,2,927623148291444736,927623025280933894,6,1509997567614,7/11/2017 06:45:38
999,92,927623172681236480,927622938093744128,6,1509997573429,7/11/2017 06:45:17
995,2,927623486532616192,927623025280933894,6,1509997648257,7/11/2017 06:45:38
184,154,927623628010741760,927623619143856128,6,1509997681988,7/11/2017 06:47:59
995,154,927623640182611975,927623619143856128,6,1509997684890,7/11/2017 06:47:59
713,154,927623813117894656,927623619143856128,6,1509997726121,7/11/2017 06:47:59
1004,1000,927624019766996994,927623192948043779,6,1509997775390,7/11/2017 06:46:18
184,713,927624038696046593,927623813117894656,6,1509997779903,7/11/2017 06:48:46
69,154,927624256401240064,927623619143856128,6,1509997831808,7/11/2017 06:47:59
881,154,927624572698062848,927623619143856128,6,1509997907219,7/11/2017 06:47:59
69,154,927624649675915264,927623619143856128,6,1509997925572,7/11/2017 06:47:59
994,68,927624824918175744,927594916682895360,6,1509997967353,7/11/2017 04:53:56
467,484,927624878408187904,927621152012300289,6,1509997980106,7/11/2017 06:38:11
661,988,927625076744208384,927621855762046976,6,1509998027393,7/11/2017 06:40:59
388,1000,927625321439883270,927623192948043779,6,1509998085733,7/11/2017 06:46:18
1006,92,927625474326478848,927622938093744128,6,1509998122184,7/11/2017 06:45:17
316,995,927625535324221442,927623640182611975,6,1509998136727,7/11/2017 06:48:04
243,713,927625601673916416,927623813117894656,6,1509998152546,7/11/2017 06:48:46
316,952,927625724776689664,927625676802396160,6,1509998181896,7/11/2017 06:56:10
936,243,927625792707731456,927625601673916416,6,1509998198092,7/11/2017 06:55:52
376,187,927625844595376128,927623337458544640,6,1509998210463,7/11/2017 06:46:52
161,243,927625870214230017,927625601673916416,6,1509998216571,7/11/2017 06:55:52
661,988,927625870516240384,927621855762046976,6,1509998216643,7/11/2017 06:40:59
979,548,927625919442776066,927622765917634561,6,1509998228308,7/11/2017 06:44:36
1007,1004,927625934223503360,927624019766996994,6,1509998231832,7/11/2017 06:49:35
1000,1006,927625939235647488,927625474326478848,6,1509998233027,7/11/2017 06:55:22
316,952,927625971997450240,927625724978237445,6,1509998240838,7/11/2017 06:56:21
85,376,927626015395868674,927625844595376128,6,1509998251185,7/11/2017 06:56:50
140,161,927626252978024449,927625870214230017,6,1509998307829,7/11/2017 06:56:56
279,85,927626462726733824,927626015395868674,6,1509998357837,7/11/2017 06:57:31
75,140,927626635582558208,927626252978024449,6,1509998399049,7/11/2017 06:58:27
76,75,927626636182392832,927626635582558208,6,1509998399192,7/11/2017 06:59:59
91,76,927626637344198657,927626636182392832,6,1509998399469,7/11/2017 06:59:59
889,995,927626650983964672,927623640182611975,6,1509998402721,7/11/2017 06:48:04
74,995,927626659347488769,927623640182611975,6,1509998404715,7/11/2017 06:48:04
825,936,927626671242452992,927625792707731456,6,1509998407551,7/11/2017 06:56:38
997,74,927626699117858816,927626659347488769,6,1509998414197,7/11/2017 07:00:04
1000,1006,927626728238809088,927625474326478848,6,1509998421140,7/11/2017 06:55:22
76,74,927626786158018560,927626659347488769,6,1509998434949,7/11/2017 07:00:04
1,140,927626798250319874,927626252978024449,6,1509998437832,7/11/2017 06:58:27
19,1,927626839224455168,927626798250319874,6,1509998447601,7/11/2017 07:00:37
2,1,927626881721085952,927626798250319874,6,1509998457733,7/11/2017 07:00:37
291,19,927626896468316160,927626839224455168,6,1509998461249,7/11/2017 07:00:47
1,2,927626987321069574,927626881721085952,6,1509998482910,7/11/2017 07:00:57
2,1,927626987346317312,927626987321069574,6,1509998482916,7/11/2017 07:01:22
19,1,927626987501441027,927626987321069574,6,1509998482953,7/11/2017 07:01:22
253,154,927626998142431232,927623619143856128,6,1509998485490,7/11/2017 06:47:59
370,253,927626999836819456,927626998142431232,6,1509998485894,7/11/2017 07:01:25
330,370,927627002114396161,927626999836819456,6,1509998486437,7/11/2017 07:01:25
37,330,927627007395016704,927627002114396161,6,1509998487696,7/11/2017 07:01:26
385,1000,927627159086215173,927626814050070528,6,1509998523862,7/11/2017 07:00:41
69,74,927627650272653315,927626659347488769,6,1509998640970,7/11/2017 07:00:04
800,1000,927628183519686656,927626814050070528,6,1509998768106,7/11/2017 07:00:41
800,1000,927628665478713344,927626814050070528,6,1509998883014,7/11/2017 07:00:41
993,965,927628802389241857,927615102324314112,6,1509998915656,7/11/2017 06:14:09
125,330,927629137782566912,927627002114396161,6,1509998995620,7/11/2017 07:01:26
69,125,927629142597570560,927629137782566912,6,1509998996768,7/11/2017 07:09:55
881,37,927629381832527874,927627007395016704,6,1509999053806,7/11/2017 07:01:27
161,767,927629411356237825,927628924565184512,6,1509999060845,7/11/2017 07:09:04
986,1010,927629503291056128,927628743610310656,6,1509999082764,7/11/2017 07:08:21
651,1010,927629524027576320,927628743610310656,6,1509999087708,7/11/2017 07:08:21
1011,385,927629559549136896,927627159086215173,6,1509999096177,7/11/2017 07:02:03
83,19,927629621620760576,927626987501441027,6,1509999110976,7/11/2017 07:01:22
154,69,927630075289202690,927629142597570560,6,1509999219139,7/11/2017 07:09:56
184,154,927630121183346693,927630075289202690,6,1509999230081,7/11/2017 07:13:39
53,999,927630197414866944,927623172681236480,6,1509999248256,7/11/2017 06:46:13
74,154,927630416755830785,927630075289202690,6,1509999300551,7/11/2017 07:13:39
76,74,927630425429823489,927630416755830785,6,1509999302619,7/11/2017 07:15:00
800,1000,927630491431288832,927626814050070528,6,1509999318355,7/11/2017 07:00:41
358,74,927630582963687425,927630416755830785,6,1509999340178,7/11/2017 07:15:00
69,74,927630597106757632,927630416755830785,6,1509999343550,7/11/2017 07:15:00
548,125,927630707513585664,927629137782566912,6,1509999369873,7/11/2017 07:09:55
927,881,927630749674688512,927629381832527874,6,1509999379925,7/11/2017 07:10:53
1,2,927630786307731457,927626987346317312,6,1509999388659,7/11/2017 07:01:22
19,1,927630828372414465,927630786307731457,6,1509999398688,7/11/2017 07:16:28
2,1,927630869891899393,927630786307731457,6,1509999408587,7/11/2017 07:16:28
986,274,927631081284648961,927631032152551427,6,1509999458987,7/11/2017 07:17:27
147,826,927631447804076034,927627664172732417,6,1509999546372,7/11/2017 07:04:04
388,22,927631488987754508,927630904163426304,6,1509999556191,7/11/2017 07:16:56
75,148,927631553852792833,927630837117419520,6,1509999571656,7/11/2017 07:16:40
76,75,927631554930671620,927631553852792833,6,1509999571913,7/11/2017 07:19:31
91,76,927631555375325184,927631554930671620,6,1509999572019,7/11/2017 07:19:31
36,147,927631675143503872,927631447804076034,6,1509999600574,7/11/2017 07:19:06
85,125,927631676498436101,927629137782566912,6,1509999600897,7/11/2017 07:09:55
1018,53,927631691316908039,927630197414866944,6,1509999604430,7/11/2017 07:14:08
69,74,927631889455652864,927630416755830785,6,1509999651670,7/11/2017 07:15:00
219,69,927631899370983424,927631889455652864,6,1509999654034,7/11/2017 07:20:51
101,388,927631948171767808,927631488987754508,6,1509999665669,7/11/2017 07:19:16
166,548,927632021303652352,927630707513585664,6,1509999683105,7/11/2017 07:16:09
1019,989,927632251134734336,927631448256868352,6,1509999737901,7/11/2017 07:19:06
91,76,927632314389159941,927631554930671620,6,1509999752982,7/11/2017 07:19:31
76,91,927632319929901058,927632314389159941,6,1509999754303,7/11/2017 07:22:32
75,76,927632395506872322,927632319929901058,6,1509999772322,7/11/2017 07:22:34
862,147,927632537773584384,927631447804076034,6,1509999806241,7/11/2017 07:19:06
243,85,927632650323423233,927631676498436101,6,1509999833075,7/11/2017 07:20:00
994,68,927632667838840832,927594916682895360,6,1509999837251,7/11/2017 04:53:56
69,166,927632690202865664,927632021303652352,6,1509999842583,7/11/2017 07:21:23
808,147,927632771090141189,927631447804076034,6,1509999861868,7/11/2017 07:19:06
85,125,927632934298963970,927629137782566912,6,1509999900780,7/11/2017 07:09:55
808,147,927632985192624136,927631447804076034,6,1509999912914,7/11/2017 07:19:06
137,69,927633283436781568,927632690202865664,6,1509999984021,7/11/2017 07:24:02
245,137,927633283453612032,927633283436781568,6,1509999984025,7/11/2017 07:26:24
232,245,927633292978819073,927633283453612032,6,1509999986296,7/11/2017 07:26:24
1023,548,927633326763999232,927630707513585664,6,1509999994351,7/11/2017 07:16:09
736,253,927633482011910144,927632382777180160,6,1510000031365,7/11/2017 07:22:49
60,996,927633542451998721,927632002823675904,6,1510000045775,7/11/2017 07:21:18
243,1023,927633611435552768,927633326763999232,6,1510000062222,7/11/2017 07:26:34
192,147,927633657946427393,927631447804076034,6,1510000073311,7/11/2017 07:19:06
1025,652,927633741786374145,927626110115835907,6,1510000093300,7/11/2017 06:57:53
1006,1023,927633900708405248,927633326763999232,6,1510000131190,7/11/2017 07:26:34
84,1023,927633928688623616,927633326763999232,6,1510000137861,7/11/2017 07:26:34
665,1006,927634078240620544,927633900708405248,6,1510000173517,7/11/2017 07:28:51
710,1006,927634088789344256,927633900708405248,6,1510000176032,7/11/2017 07:28:51
154,84,927634111660900352,927633928688623616,6,1510000181485,7/11/2017 07:28:57
316,154,927634151544471552,927634111660900352,6,1510000190994,7/11/2017 07:29:41
361,316,927634191247843328,927634151544471552,6,1510000200460,7/11/2017 07:29:50
385,154,927634202975227906,927634111660900352,6,1510000203256,7/11/2017 07:29:41
385,154,927634203809853443,927634111660900352,6,1510000203455,7/11/2017 07:29:41
808,60,927634222029910019,927633542451998721,6,1510000207799,7/11/2017 07:27:25
76,75,927634244708552704,927632395506872322,6,1510000213206,7/11/2017 07:22:52
253,154,927634344100925441,927634111660900352,6,1510000236903,7/11/2017 07:29:41
330,316,927634345619226624,927634151544471552,6,1510000237265,7/11/2017 07:29:50
154,330,927634350383890432,927634345619226624,6,1510000238401,7/11/2017 07:30:37
192,154,927634443392524288,927634350383890432,6,1510000260576,7/11/2017 07:30:38
291,154,927634445422690305,927634350383890432,6,1510000261060,7/11/2017 07:30:38
388,385,927634497817817088,927634203809853443,6,1510000273552,7/11/2017 07:30:03
198,154,927634558685728768,927634350383890432,6,1510000288064,7/11/2017 07:30:38
154,198,927634694765666304,927634558685728768,6,1510000320508,7/11/2017 07:31:28
1,36,927634767587274752,927631675143503872,6,1510000337870,7/11/2017 07:20:00
388,385,927634769189355520,927634203809853443,6,1510000338252,7/11/2017 07:30:03
19,1,927634809622618113,927634767587274752,6,1510000347892,7/11/2017 07:32:17
2,1,927634850340798466,927634767587274752,6,1510000357600,7/11/2017 07:32:17
1026,154,927634970461347840,927634919957831685,6,1510000386239,7/11/2017 07:32:54
376,198,927635027097042944,927634558685728768,6,1510000399742,7/11/2017 07:31:28
131,376,927635065269395456,927635027097042944,6,1510000408843,7/11/2017 07:33:19
123,1,927635125009076224,927634767587274752,6,1510000423086,7/11/2017 07:32:17
1000,710,927635198371434496,927634088789344256,6,1510000440577,7/11/2017 07:29:36
578,434,927635244626223104,927635104746242048,6,1510000451605,7/11/2017 07:33:38
22,1000,927635260606525440,927635198371434496,6,1510000455415,7/11/2017 07:34:00
467,736,927635293594730496,927633482011910144,6,1510000463280,7/11/2017 07:27:11
276,131,927635423895023617,927635065269395456,6,1510000494346,7/11/2017 07:33:28
131,277,927635488634126336,927635456749068288,6,1510000509781,7/11/2017 07:35:02
374,710,927635554640031750,927634088789344256,6,1510000525518,7/11/2017 07:29:36
75,131,927635592044863488,927635488634126336,6,1510000534436,7/11/2017 07:35:09
76,75,927635592648806400,927635592044863488,6,1510000534580,7/11/2017 07:35:34
91,76,927635593680564224,927635592648806400,6,1510000534826,7/11/2017 07:35:34
75,118,927635713553846278,927635702061211648,6,1510000563406,7/11/2017 07:36:00
91,75,927635714346545152,927635713553846278,6,1510000563595,7/11/2017 07:36:03
69,280,927636011051401216,927635868268896256,6,1510000634335,7/11/2017 07:36:40
644,69,927636169374027776,927636011051401216,6,1510000672082,7/11/2017 07:37:14
80,971,927636218518519808,927584280364158976,6,1510000683799,7/11/2017 04:11:40
53,1018,927636223560122368,927631691316908039,6,1510000685001,7/11/2017 07:20:04
227,374,927636254795190272,927635554640031750,6,1510000692448,7/11/2017 07:35:25
112,227,927636333446574081,927636254795190272,6,1510000711200,7/11/2017 07:38:12
1031,467,927636379487518720,927635293594730496,6,1510000722177,7/11/2017 07:34:23
572,665,927636542306349056,927636247534714880,6,1510000760996,7/11/2017 07:38:10
576,112,927636702616731648,927636333446574081,6,1510000799217,7/11/2017 07:38:31
85,644,927636708258070528,927636169374027776,6,1510000800562,7/11/2017 07:37:52
837,192,927636714323173376,927634443392524288,6,1510000802008,7/11/2017 07:31:00
388,572,927636727178575872,927636542306349056,6,1510000805073,7/11/2017 07:39:20
1033,1030,927636730311712768,927636602305654784,6,1510000805820,7/11/2017 07:39:35
69,644,927637014077255680,927636169374027776,6,1510000873475,7/11/2017 07:37:52
137,69,927637024579862528,927637014077255680,6,1510000875979,7/11/2017 07:41:13
201,846,927637204632928256,927607264231415809,6,1510000918907,7/11/2017 05:43:00
182,988,927637406068629504,927636210301861888,6,1510000966933,7/11/2017 07:38:01
545,504,927637572855087104,927637239835672576,6,1510001006698,7/11/2017 07:42:07
226,137,927637587581272065,927637024579862528,6,1510001010209,7/11/2017 07:41:15
426,226,927637597353947136,927637587581272065,6,1510001012539,7/11/2017 07:43:30
548,226,927637636596027397,927637587581272065,6,1510001021895,7/11/2017 07:43:30
337,734,927637754745446401,927618671144398849,6,1510001050064,7/11/2017 06:28:20
137,226,927637807111192576,927637587581272065,6,1510001062549,7/11/2017 07:43:30
154,545,927637914351108096,927637820742688768,6,1510001088117,7/11/2017 07:44:25
76,91,927637965563670529,927635714346545152,6,1510001100327,7/11/2017 07:36:03
74,154,927637966280843264,927637914351108096,6,1510001100498,7/11/2017 07:44:48
635,838,927637999738691584,927619907834933248,6,1510001108475,7/11/2017 06:33:15
838,635,927638042273202176,927637999738691584,6,1510001118616,7/11/2017 07:45:08
375,154,927638102415499267,927637914351108096,6,1510001132955,7/11/2017 07:44:48
112,154,927638284989186048,927637914351108096,6,1510001176484,7/11/2017 07:44:48
280,721,927638295122554880,927638038926069760,6,1510001178900,7/11/2017 07:45:17
1,802,927638796367290370,927637865164455936,6,1510001298406,7/11/2017 07:44:36
19,1,927638835550355458,927638796367290370,6,1510001307748,7/11/2017 07:48:18
837,74,927638840235429888,927637966280843264,6,1510001308865,7/11/2017 07:45:00
2,1,927638877984223233,927638796367290370,6,1510001317865,7/11/2017 07:48:18
226,280,927639019151749121,927638295122554880,6,1510001351522,7/11/2017 07:46:18
275,226,927639024935641089,927639019151749121,6,1510001352901,7/11/2017 07:49:11
356,226,927639068581625856,927639019151749121,6,1510001363307,7/11/2017 07:49:11
341,69,927639390360178688,927639164186607616,6,1510001440025,7/11/2017 07:49:46
1006,548,927639475714273280,927637636596027397,6,1510001460375,7/11/2017 07:43:41
838,635,927639491539492865,927637999738691584,6,1510001464148,7/11/2017 07:45:08
375,219,927639523202174976,927638988273225728,6,1510001471697,7/11/2017 07:49:04
528,1006,927639593125478400,927639475714273280,6,1510001488368,7/11/2017 07:51:00
1043,74,927639626319302656,927637966280843264,6,1510001496282,7/11/2017 07:45:00
839,356,927639714093346817,927639068581625856,6,1510001517209,7/11/2017 07:49:23
1045,528,927639723597692928,927639593125478400,6,1510001519475,7/11/2017 07:51:28
69,528,927639967676776448,927639593125478400,6,1510001577668,7/11/2017 07:51:28
75,243,927639984454164485,927639754702708737,6,1510001581668,7/11/2017 07:52:06
76,75,927639984777154561,927639984454164485,6,1510001581745,7/11/2017 07:53:01
91,76,927639985297162240,927639984777154561,6,1510001581869,7/11/2017 07:53:01
635,838,927640012916539392,927639491539492865,6,1510001588454,7/11/2017 07:51:04
1047,374,927640103006228480,927635554640031750,6,1510001609933,7/11/2017 07:35:25
69,245,927640184069414912,927640039516864512,6,1510001629260,7/11/2017 07:53:14
358,198,927640438307282945,927639503363330048,6,1510001689875,7/11/2017 07:51:06
255,16,927640443491250176,927640121674891264,6,1510001691111,7/11/2017 07:53:34
92,16,927640472771739648,927640121674891264,6,1510001698092,7/11/2017 07:53:34
91,76,927640481642803200,927639984777154561,6,1510001700207,7/11/2017 07:53:01
75,217,927640550114824192,927640487535742978,6,1510001716532,7/11/2017 07:55:01
3,1006,927640593496285184,927639832410710017,6,1510001726875,7/11/2017 07:52:25
266,143,927640600119336960,927639930594930688,6,1510001728454,7/11/2017 07:52:48
266,143,927640602182930432,927639930594930688,6,1510001728946,7/11/2017 07:52:48
245,75,927640732063502336,927640550114824192,6,1510001759912,7/11/2017 07:55:16
69,245,927640762925301760,927640732063502336,6,1510001767270,7/11/2017 07:55:59
1004,1049,927640835897810944,927640821024751616,6,1510001784668,7/11/2017 07:56:21
733,143,927640988775956480,927639930594930688,6,1510001821117,7/11/2017 07:52:48
457,733,927640989644156928,927640988775956480,6,1510001821324,7/11/2017 07:57:01
1046,1044,927641120430886912,927639630148657152,6,1510001852506,7/11/2017 07:51:37
467,226,927641154459332608,927639019151749121,6,1510001860619,7/11/2017 07:49:11
795,1004,927641218283999232,927640835897810944,6,1510001875836,7/11/2017 07:56:24
205,734,927641295698448389,927618671144398849,6,1510001894293,7/11/2017 06:28:20
204,205,927641295908204544,927641295698448389,6,1510001894343,7/11/2017 07:58:14
467,226,927641314153218048,927639019151749121,6,1510001898693,7/11/2017 07:49:11
122,69,927641460421271553,927641386735714305,6,1510001933566,7/11/2017 07:58:35
755,795,927641496144068608,927641218283999232,6,1510001942083,7/11/2017 07:57:55
392,245,927641621008543744,927640732063502336,6,1510001971853,7/11/2017 07:55:59
710,733,927641641392881665,927640988775956480,6,1510001976713,7/11/2017 07:57:01
109,92,927641644131762176,927640472771739648,6,1510001977366,7/11/2017 07:54:58
1046,1044,927641679271682048,927639630148657152,6,1510001985744,7/11/2017 07:51:37
1,1047,927641747475361792,927640103006228480,6,1510002002005,7/11/2017 07:53:29
2,1,927641749136211968,927641747475361792,6,1510002002401,7/11/2017 08:00:02
19,1,927641752198098944,927641747475361792,6,1510002003131,7/11/2017 08:00:02
889,837,927641752869126144,927638840235429888,6,1510002003291,7/11/2017 07:48:28
66,425,927641754714517504,927641399318560768,6,1510002003731,7/11/2017 07:58:38
837,66,927641759852777472,927641754714517504,6,1510002004956,7/11/2017 08:00:03
125,66,927641775073722368,927641754714517504,6,1510002008585,7/11/2017 08:00:03
755,710,927641810913988608,927641641392881665,6,1510002017130,7/11/2017 07:59:36
219,125,927641835631030272,927641775073722368,6,1510002023023,7/11/2017 08:00:08
69,125,927641910214238208,927641775073722368,6,1510002040805,7/11/2017 08:00:08
75,392,927641983090294786,927641621008543744,6,1510002058180,7/11/2017 07:59:31
37,837,927641991189532674,927641759852777472,6,1510002060111,7/11/2017 08:00:04
999,92,927642019522076672,927640472771739648,6,1510002066866,7/11/2017 07:54:58
91,37,927642021287821315,927641991189532674,6,1510002067287,7/11/2017 08:01:00
166,457,927642023460356096,927640989644156928,6,1510002067805,7/11/2017 07:57:01
330,37,927642034411884545,927641991189532674,6,1510002070416,7/11/2017 08:01:00
755,710,927642045077794818,927641641392881665,6,1510002072959,7/11/2017 07:59:36
76,91,927642047468703747,927642021287821315,6,1510002073529,7/11/2017 08:01:07
572,166,927642287076773889,927642023460356096,6,1510002130656,7/11/2017 08:01:07
275,501,927642287739301888,927642175533326336,6,1510002130814,7/11/2017 08:01:44
220,76,927642326544953344,927642047468703747,6,1510002140066,7/11/2017 08:01:13
755,300,927642345784320000,927642200040603648,6,1510002144653,7/11/2017 08:01:49
44,166,927642350012297217,927642023460356096,6,1510002145661,7/11/2017 08:01:07
1054,44,927642373177319424,927642350012297217,6,1510002151184,7/11/2017 08:02:25
1056,37,927642437677404161,927641991189532674,6,1510002166562,7/11/2017 08:01:00
417,84,927642449832419328,927642390277394432,6,1510002169460,7/11/2017 08:02:35
291,84,927642496536010753,927642390277394432,6,1510002180595,7/11/2017 08:02:35
