v,u,t_id_v,t_id_u,interaction_type,t_time_v,t_time_u
36,74,927253936435634176,927240346819477504,6,1509909540648,6/11/2017 05:25:00
89,78,927253936565837825,927236470401830912,6,1509909540679,6/11/2017 05:09:36
90,89,927253936632819712,927253936565837825,6,1509909540695,6/11/2017 06:19:00
75,84,927253950914580481,927248361291333633,6,1509909544100,6/11/2017 05:56:51
91,75,927253952407703553,927253950914580481,6,1509909544456,6/11/2017 06:19:04
76,91,927253954773299200,927253952407703553,6,1509909545020,6/11/2017 06:19:04
92,84,927254185678028800,927254126060113920,6,1509909600072,6/11/2017 06:19:45
83,19,927254944058503168,927253879556923392,6,1509909780884,6/11/2017 06:18:47
94,73,927256687978856448,927232916559503360,6,1509910196667,6/11/2017 04:55:29
94,73,927256727900233729,927232916559503360,6,1509910206185,6/11/2017 04:55:29
94,73,927256746535481344,927232916559503360,6,1509910210628,6/11/2017 04:55:29
94,73,927256762129903616,927232916559503360,6,1509910214346,6/11/2017 04:55:29
37,90,927256804685484033,927253936632819712,6,1509910224492,6/11/2017 06:19:00
