t_id_u,created_at,author_uid_u,liked_by_uid_v
927350234459512834,1509932499886,71412612,15088555
927351393337274368,1509932776184,2613149754,464155764
927351393337274368,1509932776184,2613149754,34699811
927351393337274368,1509932776184,2613149754,46053229
927351393337274368,1509932776184,2613149754,2224029338
927351399637291009,1509932777686,73318876,296308749
927351399637291009,1509932777686,73318876,878906676690038784
927351399637291009,1509932777686,73318876,716171074904260608
927351399637291009,1509932777686,73318876,1566751266
927351399637291009,1509932777686,73318876,2572647895
927351813946327040,1509932876465,71458936,15088555
927354851821895680,1509933600751,148962634,3009043518
927355267573878784,1509933699874,2189268012,1410056486
927355407680471040,1509933733278,115998187,163680107
927355407680471040,1509933733278,115998187,336331257
927355460990074881,1509933745988,1634885394,246301856
927355613746675713,1509933782408,2613149754,138294089
927355848753430528,1509933838438,375990418,43474111
927355848753430528,1509933838438,375990418,51674626
927356897555988482,1509934088492,1146491389,51902476
927358049991376896,1509934363254,1634885394,2715768594
927358132879282176,1509934383016,104544412,69914359
927358132879282176,1509934383016,104544412,69244382
927358132879282176,1509934383016,104544412,306610471
927358782790914048,1509934537967,53868975,213379405
927358782790914048,1509934537967,53868975,42696536
927359064320892928,1509934605089,121639467,371068152
927359076794638336,1509934608063,174870384,51674626
927360483002277891,1509934943329,1634885394,2715768594
927360589831200769,1509934968799,333876132,299032248
927360589831200769,1509934968799,333876132,1410056486
927360794148212736,1509935017512,156065636,901108490
927361327999229953,1509935144792,398230757,406916685
927361327999229953,1509935144792,398230757,21495844
927361327999229953,1509935144792,398230757,2382700741
927361327999229953,1509935144792,398230757,1059787201
927361743357075456,1509935243821,903452853162786816,777050826778906624
927361748474118144,1509935245041,1483590150,336331257
927362511636008960,1509935426993,39199129,140315951
927362511636008960,1509935426993,39199129,2981397804
927365480808984576,1509936134899,717409249,275388095
927365715513917441,1509936190857,2613149754,95801828
927365715513917441,1509936190857,2613149754,272338979
927365715513917441,1509936190857,2613149754,275388095
927365715513917441,1509936190857,2613149754,293317300
927365715513917441,1509936190857,2613149754,297191314
927365715513917441,1509936190857,2613149754,15088555
927366993983893505,1509936495668,741684973,989792294
927367045670363136,1509936507991,156065636,901108490
927367235529617409,1509936553257,313027861,1410056486
927368242653306880,1509936793374,2613149754,20719984
927368242653306880,1509936793374,2613149754,42696536
927368250337386496,1509936795206,741684973,376551482
927368250337386496,1509936795206,741684973,989792294
927368250337386496,1509936795206,741684973,15088555
927368254464466944,1509936796190,33115202,1410056486
927368254464466944,1509936796190,33115202,1023979585
927368576083701760,1509936872870,717409249,275388095
927368580991107072,1509936874040,312358635,1229742127
927369220047777792,1509937026403,3120145158,2414013067
927369369784524800,1509937062103,156065636,901108490
927370586233245696,1509937352127,262502830,338707356
927370586233245696,1509937352127,262502830,275388095
927370923358822401,1509937432504,17331252,1410056486
927370923358822401,1509937432504,17331252,832415039252344832
927370965549326336,1509937442563,156065636,523001226
927371844373458944,1509937652091,817744731388178433,100258014
927371844373458944,1509937652091,817744731388178433,28803148
927372531656409088,1509937815952,152891927,1410056486
927372767716024321,1509937872233,426396092,132868827
927372821306548225,1509937885010,1417415106,764717481986367488
927372821306548225,1509937885010,1417415106,2240766774
927372858652639232,1509937893914,2613149754,275388095
927373169656131584,1509937968063,380764973,300678045
927373388838064128,1509938020320,22742891,293317300
927373459704840193,1509938037216,16093222,832415039252344832
927373459704840193,1509938037216,16093222,1072129524
927373510904750080,1509938049423,148962634,3009043518
927373510904750080,1509938049423,148962634,132868827
927373510904750080,1509938049423,148962634,163680107
927373994948485120,1509938164828,72729183,1410056486
927375188546617345,1509938449404,2613149754,275388095
927375188546617345,1509938449404,2613149754,39677805
927375188546617345,1509938449404,2613149754,272338979
927375829171974144,1509938602141,86810540,224850006
927376008847560704,1509938644979,262502830,4745210575
927376008847560704,1509938644979,262502830,275388095
927376008847560704,1509938644979,262502830,338707356
927377064650358784,1509938896702,104544412,3293409014
927377064650358784,1509938896702,104544412,24613206
927377064650358784,1509938896702,104544412,558331337
927377064650358784,1509938896702,104544412,69244382
927377258896953344,1509938943014,40985167,275388095
927377824662487040,1509939077903,2613149754,275388095
927377824662487040,1509939077903,2613149754,39677805
927377824662487040,1509939077903,2613149754,23132037
927377824662487040,1509939077903,2613149754,42696536
927377970817155073,1509939112749,741684973,275388095
927378222546812930,1509939172766,3843639565,1410056486
927378726496616448,1509939292917,2768767267,47239658
927378726496616448,1509939292917,2768767267,1410056486
927378726496616448,1509939292917,2768767267,899798038218063872
927378993170415616,1509939356497,2849969338,1410056486
927378993170415616,1509939356497,2849969338,523001226
927379275920969729,1509939423910,1634885394,800116459544264704
927379646684860416,1509939512307,3843639565,1410056486
927380404583088128,1509939693004,197559970,138294089
927380404583088128,1509939693004,197559970,2292365760
927380404583088128,1509939693004,197559970,3744250814
927380404583088128,1509939693004,197559970,15088555
927380404583088128,1509939693004,197559970,24613206
927381841241300992,1509940035530,40985167,275388095
927382325150736385,1509940150903,23688549,727678062918180864
927382556684599296,1509940206105,40985167,4034803644
927383648315228160,1509940466370,16884295,4554199518
927383648315228160,1509940466370,16884295,39677805
927383648315228160,1509940466370,16884295,138294089
927383648315228160,1509940466370,16884295,1523549617
927383648315228160,1509940466370,16884295,15088555
927383648315228160,1509940466370,16884295,212555806
927383648315228160,1509940466370,16884295,2613149754
927383648315228160,1509940466370,16884295,34699811
927383651297275904,1509940467081,156065636,901108490
927384138138525696,1509940583153,279797110,1023979585
927384678906044416,1509940712082,40985167,275388095
927385203324043264,1509940837113,1417415106,764717481986367488
927385203324043264,1509940837113,1417415106,2240766774
927385287092768768,1509940857085,4580989092,109452988
927386000896147456,1509941027269,39677805,2312673883
927386000896147456,1509941027269,39677805,758019904742174720
927386067593916416,1509941043171,262502830,275388095
927386067593916416,1509941043171,262502830,338707356
927386082018131968,1509941046610,1240176822,2685926647
927386082018131968,1509941046610,1240176822,2908699057
927386946585878528,1509941252739,1634885394,2715768594
927389054869544960,1509941755393,1195051945,109452988
927390282500280320,1509942048083,40985167,790409059455209473
927390282500280320,1509942048083,40985167,275388095
927390282500280320,1509942048083,40985167,727678062918180864
927390282500280320,1509942048083,40985167,1946156508
927390282500280320,1509942048083,40985167,4034803644
927391480225849344,1509942333643,202224305,138294089
927391480225849344,1509942333643,202224305,49808343
927391480225849344,1509942333643,202224305,593274131
927391798498017280,1509942409525,156065636,479481175
927391798498017280,1509942409525,156065636,336331257
927391798498017280,1509942409525,156065636,901108490
927392309108293632,1509942531264,717409249,275388095
927392777482117122,1509942642933,3120145158,1918976136
927392777482117122,1509942642933,3120145158,2312673883
927392777482117122,1509942642933,3120145158,523001226
927393257817915392,1509942757454,51674626,2292365760
927393257817915392,1509942757454,51674626,34699811
927393257817915392,1509942757454,51674626,54143306
927393257817915392,1509942757454,51674626,727678062918180864
927393424688295936,1509942797239,741684973,275388095
927393849843912704,1509942898604,71412612,234951773
927393849843912704,1509942898604,71412612,523001226
927393849843912704,1509942898604,71412612,15088555
927393849843912704,1509942898604,71412612,727678062918180864
927395227333042177,1509943227023,200276058,37955429
927395227333042177,1509943227023,200276058,275388095
927395314654253056,1509943247842,4745210575,34699811
927395314654253056,1509943247842,4745210575,27410664
927395362784010241,1509943259317,92908293,138294089
927395516392005633,1509943295940,2613149754,138294089
927395516392005633,1509943295940,2613149754,86810540
927395516392005633,1509943295940,2613149754,39677805
927395516392005633,1509943295940,2613149754,1523549617
927395639771545600,1509943325356,262502830,293317300
927395639771545600,1509943325356,262502830,333876132
927395639771545600,1509943325356,262502830,275388095
927395639771545600,1509943325356,262502830,306610471
927395639771545600,1509943325356,262502830,338707356
927395639771545600,1509943325356,262502830,28803148
927396138721746944,1509943444315,138294089,1023460927
927396537855913985,1509943539476,4034803644,227936450
927396748133203968,1509943589610,2613149754,820866239031492608
927396748133203968,1509943589610,2613149754,39677805
927396748133203968,1509943589610,2613149754,150396918
927397158164217856,1509943687369,156065636,275388095
927397158164217856,1509943687369,156065636,523001226
927397158164217856,1509943687369,156065636,901108490
927397458522488832,1509943758980,1634885394,2715768594
927397552558714880,1509943781400,376551482,49808343
927397552558714880,1509943781400,376551482,86810540
927397662197821440,1509943807540,376062604,2241586784
927397709685825536,1509943818862,837156932771176448,86810540
927399212102303744,1509944177066,717409249,275388095
927400204604600320,1509944413697,304217661,396926245
927400281213583362,1509944431962,717409249,275388095
927401029020221440,1509944610253,3221163518,86810540
927401029020221440,1509944610253,3221163518,163680107
927401054697799680,1509944616375,40985167,286604009
927401874700910592,1509944811879,40985167,275388095
927402733019185154,1509945016518,901108490,526392069
927403237954777088,1509945136904,73318876,3271409929
927403237954777088,1509945136904,73318876,1566751266
927403554158944256,1509945212293,741684973,275388095
927403554158944256,1509945212293,741684973,856039976
927404044762656768,1509945329262,53868975,42696536
927404313504182272,1509945393335,717409249,275388095
927404336363192320,1509945398785,380764973,2292365760
927404336363192320,1509945398785,380764973,396926245
927404336363192320,1509945398785,380764973,1284418651
927405065882583040,1509945572716,1634885394,2715768594
927406679708205057,1509945957482,85508831,138294089
927407134634995713,1509946065945,717409249,275388095
927408761739735040,1509946453877,26286109,69914359
927408761739735040,1509946453877,26286109,24613206
927408761739735040,1509946453877,26286109,162684366
927408761739735040,1509946453877,26286109,925340368299753478
927408888294424577,1509946484050,2613149754,20719984
927408888294424577,1509946484050,2613149754,297191314
927408888294424577,1509946484050,2613149754,39677805
927408888294424577,1509946484050,2613149754,395514224
927408888294424577,1509946484050,2613149754,275388095
927408888294424577,1509946484050,2613149754,272338979
927410072858198016,1509946766472,717409249,275388095
927411484669255680,1509947103074,133160634,275388095
927411484669255680,1509947103074,133160634,518983652
927411529061842944,1509947113658,2849969338,523001226
927412163303505920,1509947264873,717409249,275388095
927412921977651202,1509947445755,46020276,163372894
927412951161507840,1509947452713,146408390,469180366
927412951161507840,1509947452713,146408390,733893606
927412951161507840,1509947452713,146408390,275388095
927413366221553664,1509947551671,2613149754,275388095
927413507447930880,1509947585342,1092378031,345790978
927413507447930880,1509947585342,1092378031,1403598307
927413863980548096,1509947670346,717409249,275388095
927414772475224067,1509947886948,262502830,338707356
927414772475224067,1509947886948,262502830,275388095
927414825394696193,1509947899565,312358635,150396918
927415253863882752,1509948001720,3221163518,396926245
927415470369652736,1509948053339,227936450,2647441508
927415871219236864,1509948148909,717409249,275388095
927416597815296001,1509948322143,1634885394,2715768594
927416597815296001,1509948322143,1634885394,752855778
927416778099064832,1509948365126,717409249,275388095
927417245419970561,1509948476544,39677805,275388095
927418008586170368,1509948658497,2613149754,39677805
927418017000181760,1509948660503,3217555944,877656023636389893
927421751822229504,1509949550954,16884295,197559970
927421751822229504,1509949550954,16884295,109452988
927421751822229504,1509949550954,16884295,39677805
927421751822229504,1509949550954,16884295,33525847
927421751822229504,1509949550954,16884295,634796515
927421751822229504,1509949550954,16884295,727678062918180864
927421911482511360,1509949589020,2964050325,2292365760
927421911482511360,1509949589020,2964050325,21495844
927421911482511360,1509949589020,2964050325,411786574
927421911482511360,1509949589020,2964050325,69004648
927421911482511360,1509949589020,2964050325,1023979585
927422566850949120,1509949745272,624482280,275388095
927422566850949120,1509949745272,624482280,336331257
927422821965402112,1509949806096,107432899,1209040513
927423131211284480,1509949879826,40985167,275388095
927423132247273472,1509949880073,224850006,275388095
927424669631660033,1509950246614,227195141,2902996061
927425594265976832,1509950467064,2613149754,275388095
927425594265976832,1509950467064,2613149754,39677805
927425627510030338,1509950474990,2613149754,2471399689
927425627510030338,1509950474990,2613149754,39677805
927425627510030338,1509950474990,2613149754,275388095
927426074375471104,1509950581531,2613149754,100691652
927426074375471104,1509950581531,2613149754,275388095
927426074375471104,1509950581531,2613149754,297191314
927427085357932544,1509950822568,163680107,227936450
927427216878723072,1509950853925,380764973,1284418651
927428325693276160,1509951118287,1483590150,91924901
927430136680529920,1509951550060,262502830,293317300
927430136680529920,1509951550060,262502830,275388095
927430136680529920,1509951550060,262502830,624482280
927432410924326913,1509952092282,499113155,277900216
927432676113498112,1509952155508,3120145158,1918976136
927432676113498112,1509952155508,3120145158,1023460927
927434092961923072,1509952493311,2613149754,275388095
927434092961923072,1509952493311,2613149754,39677805
927434092961923072,1509952493311,2613149754,200276058
927434097101758465,1509952494298,516209213,1023979585
927434109110034433,1509952497161,2613149754,275388095
927434109110034433,1509952497161,2613149754,39677805
927434109110034433,1509952497161,2613149754,200276058
927434314500923392,1509952546130,903452853162786816,554986122
927434314500923392,1509952546130,903452853162786816,2715768594
927434513541509120,1509952593585,2613149754,275388095
927434513541509120,1509952593585,2613149754,39677805
927434513541509120,1509952593585,2613149754,354700692
927434713362440192,1509952641226,174870384,306610471
927434713362440192,1509952641226,174870384,27408741
927434713362440192,1509952641226,174870384,805216730679156736
927434928689594368,1509952692564,2613149754,275388095
927434928689594368,1509952692564,2613149754,39677805
927434928689594368,1509952692564,2613149754,200276058
927434986327752704,1509952706306,46053229,518983652
927435776769400832,1509952894762,183036128,275388095
927435776769400832,1509952894762,183036128,46053229
927435940867465216,1509952933886,56934476,1483590150
927435940867465216,1509952933886,56934476,2224029338
927436319436939264,1509953024144,224850006,46053229
927436388919676930,1509953040710,3221163518,469180366
927436388919676930,1509953040710,3221163518,86810540
927436660958048256,1509953105569,213414123,925340368299753478
927436747935440897,1509953126306,499113155,1523549617
927438080121888768,1509953443924,146408390,275388095
927438080121888768,1509953443924,146408390,733893606
927439437503410177,1509953767549,2613149754,129154489
927439437503410177,1509953767549,2613149754,293317300
927441033704628226,1509954148113,392660909,1023979585
927441178558996480,1509954182649,745123039298232321,46053229
927441769830088705,1509954323619,23688549,15088555
927441769830088705,1509954323619,23688549,899798038218063872
927441935442124801,1509954363104,392660909,1023979585
927442086214828032,1509954399051,2613149754,275388095
927442086214828032,1509954399051,2613149754,371068152
927442086214828032,1509954399051,2613149754,3029942097
927442086214828032,1509954399051,2613149754,44078892
927442086214828032,1509954399051,2613149754,773006067944951808
927442086214828032,1509954399051,2613149754,39677805
927442533973508096,1509954505805,39677805,47239658
927442533973508096,1509954505805,39677805,15088555
927442533973508096,1509954505805,39677805,300963458
927442575912419328,1509954515804,392660909,1023979585
927444832343146496,1509955053779,360418291,293317300
927444832343146496,1509955053779,360418291,46053229
927444947392856064,1509955081209,262502830,275388095
927444947392856064,1509955081209,262502830,4602459794
927444947392856064,1509955081209,262502830,338707356
927444947392856064,1509955081209,262502830,101619083
927444993370976256,1509955092171,37955429,197559970
927444993370976256,1509955092171,37955429,37662816
927444993370976256,1509955092171,37955429,3123109778
927445295733997568,1509955164260,2613149754,275388095
927445295733997568,1509955164260,2613149754,39677805
927445295733997568,1509955164260,2613149754,272338979
927445455079866368,1509955202251,224850006,46053229
927446018202972160,1509955336510,1975277737,1951619215
927446750692077568,1509955511149,23545675,54479415
927446750692077568,1509955511149,23545675,279797110
927447638693199872,1509955722865,3233195874,768362756353339392
927450597451644930,1509956428288,233741865,899798038218063872
927450597451644930,1509956428288,233741865,1951619215
927450765211287552,1509956468285,56934476,176395008
927451246327242752,1509956582992,156065636,1023979585
927451246327242752,1509956582992,156065636,112291162
927451314568564736,1509956599262,807213338,2611093651
927452230407528448,1509956817615,299032248,34699811
927453183865102336,1509957044937,2898089192,899798038218063872
927453976210976768,1509957233847,29694441,1023979585
927454568404852736,1509957375037,227936450,2647441508
927458170976514048,1509958233957,35342611,1229742127
927458170976514048,1509958233957,35342611,2312673883
927458729758482432,1509958367181,9609372,31656431
927459393452384256,1509958525418,2613149754,275388095
927459393452384256,1509958525418,2613149754,39677805
927459393452384256,1509958525418,2613149754,354700692
927459989802897408,1509958667599,107432899,1209040513
927460553202704384,1509958801924,19050000,1008782282
927460729271095296,1509958843902,27410664,28803148
927460924423680000,1509958890430,175238215,799000837141843969
927461522548207616,1509959033034,741684973,887507479562559488
927461522548207616,1509959033034,741684973,275388095
927461815298035712,1509959102831,170238260,232726025
927462783410618368,1509959333647,40985167,275388095
927463192090918912,1509959431084,820866239031492608,3293409014
927463192090918912,1509959431084,820866239031492608,42696536
927464485375303683,1509959739427,40985167,275388095
927464485375303683,1509959739427,40985167,727678062918180864
927464485375303683,1509959739427,40985167,46053229
927464744465731584,1509959801199,921960170,887507479562559488
927465081998229504,1509959881673,56934476,479481175
927465081998229504,1509959881673,56934476,371068152
927465081998229504,1509959881673,56934476,132868827
927465081998229504,1509959881673,56934476,733893606
927465363230593024,1509959948724,508007709,1951619215
927466128896430080,1509960131273,2613149754,27408741
927466128896430080,1509960131273,2613149754,554986122
927466128896430080,1509960131273,2613149754,1491866586
927466216058425344,1509960152054,2859372870,1951619215
927467416564613121,1509960438277,741684973,275388095
927468100588580864,1509960601361,3221163518,469180366
927468579842269184,1509960715624,741684973,275388095
927469020172886016,1509960820607,2613149754,275388095
927469020172886016,1509960820607,2613149754,856039976
927469020172886016,1509960820607,2613149754,39677805
927469020172886016,1509960820607,2613149754,354700692
927469020172886016,1509960820607,2613149754,4554199518
927469020172886016,1509960820607,2613149754,297191314
927469020172886016,1509960820607,2613149754,46053229
927469739026276352,1509960991995,2613149754,2813209945
927469739026276352,1509960991995,2613149754,46053229
927475571831050241,1509962382644,6615142,856039976
927475571831050241,1509962382644,6615142,70223230
927475571831050241,1509962382644,6615142,14358822
927475672317964288,1509962406602,2613149754,856039976
927475672317964288,1509962406602,2613149754,297191314
927475672317964288,1509962406602,2613149754,727678062918180864
927475672317964288,1509962406602,2613149754,240489651
927475672317964288,1509962406602,2613149754,39677805
927475672317964288,1509962406602,2613149754,275388095
927475672317964288,1509962406602,2613149754,354700692
927475672317964288,1509962406602,2613149754,2224029338
927477210822221824,1509962773410,1942646706,1023460927
927477210822221824,1509962773410,1942646706,371068152
927477210822221824,1509962773410,1942646706,229376260
927477795067797515,1509962912705,39677805,71458936
927477795067797515,1509962912705,39677805,1023979585
927477795067797515,1509962912705,39677805,54143306
927477795067797515,1509962912705,39677805,727678062918180864
927478771480920064,1509963145500,107700295,46053229
927479426299731968,1509963301621,1634885394,4554199518
927479435044978688,1509963303706,224850006,46053229
927480428935700481,1509963540668,76919389,4602459794
927481769477029889,1509963860278,467981668,461713429
927481769477029889,1509963860278,467981668,887507479562559488
927481769477029889,1509963860278,467981668,590710376
927481769477029889,1509963860278,467981668,727678062918180864
927483201647362048,1509964201734,2613149754,275388095
